lat,lon,fecha_inicio,causa,label,superficie_ha,region,comuna
-36.78972222,-73.15916667,2024-01-24,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.6,Biobío,Hualpén
-37.07083333,-72.28833333,2024-01-24,2.1 - Incendios Intencionales,1,0.2,Biobío,Cabrero
-37.78277778,-73.42111111,2024-01-24,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.02,Biobío,Cañete
-37.45166667,-72.37222222,2024-01-24,1.1 - Faenas Forestales | 1.1.2. Partículas incandescentes generadas por roce de maquinaria o herramienta forestal con rocas  cercos o material metálico,0,22.9,Biobío,Los Angeles
-38.20833333,-73.445,2024-01-24,1.10 - Otras causas,0,1.17,Biobío,Tirúa
-36.90305556,-73.1425,2024-01-24,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.1,Biobío,San Pedro de la Paz
-37.47333333,-72.38305556,2024-01-24,5.1 - Incendios de causa indeterminada,0,0.1,Biobío,Los Angeles
-37.23277778,-73.22972222,2024-01-25,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.149,Biobío,Arauco
-37.81833333,-73.33083333,2024-01-25,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.46,Biobío,Cañete
-36.72527778,-72.97194444,2024-01-25,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.2,Biobío,Penco
-37.35694444,-72.29305556,2024-01-25,4.10 - Otras causas,0,0.01,Biobío,Los Angeles
-36.90388889,-73.13694444,2024-01-25,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.25,Biobío,San Pedro de la Paz
-37.01111111,-72.5175,2024-01-25,2.1 - Incendios Intencionales,1,0.24,Biobío,Cabrero
-36.68305556,-72.96277778,2024-01-26,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.52,Biobío,Tomé
-36.71972222,-72.97305556,2024-01-26,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.03,Biobío,Penco
-36.64694444,-72.9575,2024-01-26,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Tomé
-36.86388889,-73.12666667,2024-01-26,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.48,Biobío,San Pedro de la Paz
-36.66972222,-72.96,2024-01-26,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Tomé
-36.54,-72.92027778,2024-01-26,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Tomé
-37.10083333,-73.14972222,2024-01-26,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.01,Biobío,Lota
-37.79083333,-71.23944444,2024-01-27,1.10 - Otras causas,0,0.48,Biobío,Alto Biobío
-37.73166667,-72.25083333,2024-01-27,2.1 - Incendios Intencionales,1,0.4,Biobío,Mulchén
-37.32861111,-72.1875,2024-01-27,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,1.14,Biobío,Los Angeles
-36.73694444,-72.98277778,2024-01-27,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.22,Biobío,Penco
-37.28055556,-72.47972222,2024-01-27,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.3. Generado por vehículo  (roce metálico  tubo de escape  desperfecto  otros),0,0.15,Biobío,Los Angeles
-37.045,-72.36972222,2024-01-27,4.9 - Líneas eléctricas,0,0.96,Biobío,Cabrero
-37.44194444,-71.94805556,2024-01-27,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.1,Biobío,Quilleco
-37.40888889,-72.76611111,2024-01-27,1.10 - Otras causas | 1.10.1. Otras causas accidentales no clasificadas,0,0.09,Biobío,Nacimiento
-37.29194444,-71.95777778,2024-01-27,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.32,Biobío,Tucapel
-37.28944444,-72.30638889,2024-01-27,2.1 - Incendios Intencionales,1,0.5,Biobío,Los Angeles
-36.72611111,-72.97305556,2024-01-28,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Penco
-37.74638889,-73.56722222,2024-01-28,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.23,Biobío,Lebu
-37.21277778,-72.64888889,2024-01-28,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.3. Generado por vehículo  (roce metálico  tubo de escape  desperfecto  otros),0,0.08,Biobío,San Rosendo
-37.45,-71.91888889,2024-01-28,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.4,Biobío,Quilleco
-37.63305556,-72.09638889,2024-01-28,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.2. Generado por conexión  irregular de energía eléctrica,0,0.25,Biobío,Santa Bárbara
-37.44611111,-71.91805556,2024-01-28,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.14,Biobío,Quilleco
-36.74916667,-72.92361111,2024-01-28,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.4,Biobío,Penco
-37.60555556,-72.47638889,2024-01-29,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.6,Biobío,Negrete
-37.66305556,-72.62361111,2024-01-29,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.09,Biobío,Negrete
-37.72361111,-72.2975,2024-01-29,1.2 - Faenas agrícolas y pecuarias | 1.2.2. Partículas incandescentes  generadas por roce de maquinaria o herramienta agrícola con rocas  cercos o material metálico,0,12.0,Biobío,Mulchén
-37.86527778,-71.67194444,2024-01-29,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.9,Biobío,Alto Biobío
-37.42861111,-71.93111111,2024-01-29,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,5.6,Biobío,Quilleco
-37.51805556,-72.21055556,2024-01-29,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.2. Generado por conexión  irregular de energía eléctrica,0,0.22,Biobío,Los Angeles
-37.89888889,-73.485,2024-01-29,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.5,Biobío,Cañete
-37.08472222,-73.17027778,2024-01-29,2.1 - Incendios Intencionales,1,0.54,Biobío,Lota
-36.68194444,-73.11833333,2024-01-30,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.16,Biobío,Talcahuano
-37.73472222,-72.23361111,2024-01-30,2.1 - Incendios Intencionales,1,1.12,Biobío,Mulchén
-37.5425,-72.48472222,2024-01-30,5.1 - Incendios de causa indeterminada,0,0.4,Biobío,Los Angeles
-37.43638889,-72.42222222,2024-01-30,5.1 - Incendios de causa indeterminada,0,2.5,Biobío,Los Angeles
-37.81805556,-72.41111111,2024-01-30,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.66,Biobío,Mulchén
-37.46472222,-72.43611111,2024-01-30,2.1 - Incendios Intencionales,1,0.05,Biobío,Los Angeles
-37.27416667,-72.65305556,2024-01-30,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.05,Biobío,Laja
-36.87444444,-73.13472222,2024-01-30,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,2.8,Biobío,San Pedro de la Paz
-37.41722222,-72.34805556,2024-01-30,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,1.56,Biobío,Los Angeles
-36.97916667,-73.14416667,2024-01-30,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,1.25,Biobío,Coronel
-37.1325,-72.86694444,2024-01-30,1.9 - Líneas eléctricas | 1.9.3. Otro accidente eléctrico no clasificado,0,0.2,Biobío,Hualqui
-37.72777778,-73.53027778,2024-01-30,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Lebu
-37.31,-72.35805556,2024-01-31,2.1 - Incendios Intencionales,1,0.07,Biobío,Los Angeles
-37.46,-73.33,2024-01-31,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.248,Biobío,Curanilahue
-36.60944444,-72.94388889,2024-01-31,4.10 - Otras causas | 4.10.10. Empleo de fuentes de calor para eliminar recubrimiento de  conductores eléctricos,0,0.4,Biobío,Tomé
-37.00583333,-73.17277778,2024-01-31,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Coronel
-36.82027778,-73.06527778,2024-01-31,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.12,Biobío,Concepción
-37.26111111,-72.23055556,2024-01-31,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.0,Biobío,Mulchén
-37.5525,-72.32722222,2024-01-31,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.05,Biobío,Los Angeles
-37.71527778,-72.10638889,2024-01-31,4.2 - Faenas agrícolas y pecuarias | 4.2.8. Otras causas negligentes no clasificadas en faenas agrícolas y pecuarias,0,135.43,Biobío,Mulchén
-37.01472222,-72.40388889,2024-01-31,2.1 - Incendios Intencionales,1,2.7,Biobío,Cabrero
-37.52722222,-72.51472222,2024-01-31,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,5.7,Biobío,Los Angeles
-36.70361111,-73.13777778,2024-01-31,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.2,Biobío,Talcahuano
-36.86777778,-73.13055556,2024-01-31,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.9,Biobío,San Pedro de la Paz
-36.84444444,-73.11083333,2024-02-01,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.2,Biobío,San Pedro de la Paz
-37.73138889,-73.53361111,2024-02-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Lebu
-37.94305556,-73.41333333,2024-02-01,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1,0.3,Biobío,Cañete
-36.79527778,-72.63333333,2024-02-01,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,0.2,Biobío,Florida
-37.55888889,-72.56305556,2024-02-01,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,1.86,Biobío,Los Angeles
-37.27694444,-72.6475,2024-02-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.04,Biobío,Laja
-37.72055556,-72.47555556,2024-02-01,2.1 - Incendios Intencionales,1,97.21,Biobío,Mulchén
-37.72944444,-72.24333333,2024-02-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,2.2,Biobío,Mulchén
-37.71111111,-72.30222222,2024-02-01,5.1 - Incendios de causa indeterminada,0,9.0,Biobío,Mulchén
-37.93277778,-71.24305556,2024-02-01,3.1 - Incendios Naturales,0,6.5,Biobío,Alto Biobío
-37.685,-72.36305556,2024-02-01,2.1 - Incendios Intencionales,1,1.05,Biobío,Mulchén
-36.89444444,-73.12527778,2024-02-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,San Pedro de la Paz
-36.81166667,-73.0825,2024-02-02,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.2,Biobío,Hualpén
-37.31833333,-72.17444444,2024-02-02,2.1 - Incendios Intencionales,1,1.17,Biobío,Los Angeles
-37.40777778,-72.40694444,2024-02-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.21,Biobío,Los Angeles
-37.23,-72.8,2024-02-02,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,0.06,Biobío,Santa Juana
-37.28805556,-71.80111111,2024-02-02,4.2 - Faenas agrícolas y pecuarias | 4.2.8. Otras causas negligentes no clasificadas en faenas agrícolas y pecuarias,0,1.2,Biobío,Tucapel
-37.40055556,-72.48972222,2024-02-02,3.1 - Incendios Naturales,0,0.11,Biobío,Los Angeles
-37.24222222,-72.38027778,2024-02-02,5.1 - Incendios de causa indeterminada,0,5.0,Biobío,Los Angeles
-37.32,-72.06,2024-02-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.36,Biobío,Los Angeles
-36.74,-72.96777778,2024-02-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Penco
-37.62194444,-73.66305556,2024-02-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.6,Biobío,Lebu
-37.08305556,-72.25388889,2024-02-03,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,0.25,Biobío,Cabrero
-37.27,-73.33555556,2024-02-03,2.1 - Incendios Intencionales,1,0.21,Biobío,Arauco
-36.54694444,-72.91611111,2024-02-03,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.04,Biobío,Tomé
-37.26638889,-72.7275,2024-02-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.1,Biobío,San Rosendo
-36.99027778,-73.15138889,2024-02-03,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.01,Biobío,Coronel
-37.93055556,-73.42027778,2024-02-03,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.22,Biobío,Cañete
-37.59777778,-73.65083333,2024-02-03,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,5.32,Biobío,Lebu
-37.33138889,-72.10916667,2024-02-03,4.9 - Líneas eléctricas | 4.9.4. Sobrecalentamiento de estructuras asociados al sistema eléctrico (poste  transformador  uniones  aisladores  otros),0,0.62,Biobío,Los Angeles
-37.50055556,-72.69722222,2024-02-03,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.24,Biobío,Nacimiento
-37.94805556,-73.47166667,2024-02-03,5.1 - Incendios de causa indeterminada,0,0.2,Biobío,Cañete
-37.14527778,-72.9225,2024-02-03,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.06,Biobío,Hualqui
-37.73166667,-72.25083333,2024-02-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.04,Biobío,Mulchén
-37.78,-71.96166667,2024-02-04,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.34,Biobío,Quilaco
-38.45888889,-73.48611111,2024-02-04,5.1 - Incendios de causa indeterminada,0,3.54,Biobío,Tirúa
-37.32777778,-72.10805556,2024-02-04,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Los Angeles
-37.20194444,-72.2225,2024-02-04,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Los Angeles
-38.25611111,-73.50805556,2024-02-04,5.1 - Incendios de causa indeterminada,0,6.0,Biobío,Tirúa
-37.4925,-72.26166667,2024-02-04,5.1 - Incendios de causa indeterminada,0,7.53,Biobío,Los Angeles
-37.20777778,-72.22138889,2024-02-04,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.29,Biobío,Los Angeles
-37.54277778,-72.30527778,2024-02-04,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.1,Biobío,Los Angeles
-37.005,-73.13972222,2024-02-04,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,0.5,Biobío,Coronel
-36.71194444,-73.14638889,2024-02-05,5.1 - Incendios de causa indeterminada,0,0.05,Biobío,Talcahuano
-37.82916667,-73.39861111,2024-02-05,4.10 - Otras causas | 4.10.5. Empleo de fuentes de calor por menores de edad,0,0.1,Biobío,Cañete
-37.81833333,-72.22305556,2024-02-05,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,64.38,Biobío,Mulchén
-37.54277778,-72.55472222,2024-02-05,4.10 - Otras causas | 4.10.8. Ignición por combustión espontánea en combustibles orgánicos  (fardos de pastos  acopios de aserrín o chips de madera),0,0.05,Biobío,Los Angeles
-37.59916667,-72.53888889,2024-02-06,5.1 - Incendios de causa indeterminada,0,0.04,Biobío,Negrete
-37.82361111,-72.40916667,2024-02-07,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.38,Biobío,Mulchén
-37.39138889,-72.34416667,2024-02-07,5.1 - Incendios de causa indeterminada,0,0.14,Biobío,Los Angeles
-36.65583333,-72.95416667,2024-02-07,5.1 - Incendios de causa indeterminada | 5.1.1. Se investiga pero no es posible establecer la causa,0,0.01,Biobío,Tomé
-37.40666667,-72.52472222,2024-02-07,2.1 - Incendios Intencionales,1,0.15,Biobío,Los Angeles
-37.64777778,-73.57888889,2024-02-07,2.1 - Incendios Intencionales | 2.1.9. Cambio irregular de uso de suelo (habitacional  parcelaciones  agrícola  recreacional  otros),1,0.01,Biobío,Lebu
-37.48305556,-72.41694444,2024-02-07,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,2.03,Biobío,Los Angeles
-37.68055556,-71.81861111,2024-02-07,5.1 - Incendios de causa indeterminada,0,10.0,Biobío,Santa Bárbara
-36.65583333,-72.95416667,2024-02-07,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,Tomé
-36.53805556,-72.90694444,2024-02-07,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.09,Biobío,Tomé
-37.25722222,-72.73222222,2024-02-08,2.1 - Incendios Intencionales,1,0.9,Biobío,San Rosendo
-37.25583333,-72.73611111,2024-02-08,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.07,Biobío,San Rosendo
-37.93027778,-73.41694444,2024-02-08,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,3.6,Biobío,Cañete
-37.54388889,-72.59611111,2024-02-08,4.11 - Producción y/o extracción de productos y/o derivados del bosque | 4.11.4. Empleo de fuentes de calor en actividades de apicultura,0,0.12,Biobío,Negrete
-37.60666667,-73.66083333,2024-02-08,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.03,Biobío,Lebu
-37.62888889,-73.65444444,2024-02-08,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.6,Biobío,Lebu
-37.57111111,-73.43305556,2024-02-08,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.06,Biobío,Los Alamos
-36.80416667,-72.97388889,2024-02-09,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.15,Biobío,Penco
-37.34638889,-72.88666667,2024-02-09,1.7 - Originados por desplazamiento de personas  vehículos o aeronaves | 1.7.1. Accidente o incendio de vehículo,0,1.2,Biobío,Nacimiento
-37.26972222,-72.71388889,2024-02-09,2.1 - Incendios Intencionales,1,0.2,Biobío,Laja
-37.025,-73.11611111,2024-02-09,1.9 - Líneas eléctricas | 1.9.3. Otro accidente eléctrico no clasificado,0,0.2,Biobío,Coronel
-38.40194444,-73.38166667,2024-02-09,5.1 - Incendios de causa indeterminada,0,0.2,Biobío,Tirúa
-36.76777778,-73.13277778,2024-02-09,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.28,Biobío,Talcahuano
-36.85277778,-73.12888889,2024-02-09,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.09,Biobío,San Pedro de la Paz
-37.17722222,-72.61,2024-02-10,1.9 - Líneas eléctricas,0,0.35,Biobío,Yumbel
-36.5425,-72.9575,2024-02-10,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.02,Biobío,Tomé
-37.43611111,-71.92805556,2024-02-10,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.39,Biobío,Quilleco
-37.57888889,-72.15305556,2024-02-10,5.1 - Incendios de causa indeterminada,0,0.4,Biobío,Los Angeles
-37.01333333,-73.14916667,2024-02-10,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.65,Biobío,Coronel
-37.39472222,-71.79222222,2024-02-11,2.1 - Incendios Intencionales | 2.1.4. Conflicto territorial o patrimonial (deslindes  propiedades  apropiaciones de terreno  otros),1,0.9,Biobío,Quilleco
-36.69555556,-72.96861111,2024-02-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.3,Biobío,Penco
-37.49833333,-72.27166667,2024-02-11,2.1 - Incendios Intencionales,1,0.03,Biobío,Los Angeles
-36.79527778,-72.63333333,2024-02-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.22,Biobío,Concepción
-37.44416667,-71.91916667,2024-02-12,2.1 - Incendios Intencionales,1,0.01,Biobío,Quilleco
-36.75361111,-73.02583333,2024-02-12,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.06,Biobío,Penco
-36.77055556,-73.02416667,2024-02-12,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.08,Biobío,Penco
-37.00166667,-73.14,2024-02-12,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.5,Biobío,Coronel
-37.42611111,-72.63722222,2024-02-12,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,1.95,Biobío,Los Angeles
-38.16166667,-73.38361111,2024-02-12,5.1 - Incendios de causa indeterminada,0,0.3,Biobío,Tirúa
-37.43916667,-71.90888889,2024-02-12,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.23,Biobío,Quilleco
-37.47055556,-72.28722222,2024-02-12,1.2 - Faenas agrícolas y pecuarias | 1.2.2. Partículas incandescentes  generadas por roce de maquinaria o herramienta agrícola con rocas  cercos o material metálico,0,1.3,Biobío,Los Angeles
-37.50166667,-72.17694444,2024-02-12,2.1 - Incendios Intencionales,1,0.15,Biobío,Los Angeles
-37.43666667,-72.52972222,2024-02-12,4.2 - Faenas agrícolas y pecuarias,0,1.0,Biobío,Los Angeles
-37.60472222,-72.47638889,2024-02-13,2.1 - Incendios Intencionales,1,1.98,Biobío,Negrete
-37.41611111,-72.52138889,2024-02-13,5.1 - Incendios de causa indeterminada,0,0.2,Biobío,Los Angeles
-37.37444444,-71.9325,2024-02-13,1.1 - Faenas Forestales | 1.1.2. Partículas incandescentes generadas por roce de maquinaria o herramienta forestal con rocas  cercos o material metálico,0,2.34,Biobío,Quilleco
-37.49388889,-72.43722222,2024-02-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.76,Biobío,Los Angeles
-36.995,-72.82055556,2024-02-13,4.11 - Producción y/o extracción de productos y/o derivados del bosque | 4.11.1. Elaboración de carbón,0,12.5,Biobío,Hualqui
-37.76527778,-73.37222222,2024-02-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.41,Biobío,Cañete
-36.74527778,-72.91305556,2024-02-13,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.1,Biobío,Penco
